STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595082645 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 123
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,5304572992
CPU_CLOCKS_UNHALTED,PMC1,2244293190
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,64615279
TABLE,Group 1 Metric,L2,8
Metric,HWThread 123,
Runtime (RDTSC) [s],19.6550,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4231,
L2D load bandwidth [MBytes/s],210.3978,
L2D load data volume [GBytes],4.1354,
L2 bandwidth [MBytes/s],210.3978,
L2 data volume [GBytes],4.1354,
