STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595141823 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 45
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,2130757934816
CPU_CLOCKS_UNHALTED,PMC1,1404958456047
DATA_CACHE_ACCESSES,PMC2,1066290658035
DATA_CACHE_REFILLS_ALL,PMC3,5202477160
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 45,
Runtime (RDTSC) [s],592.9493,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.6594,
data cache requests,1066290658035,
data cache request rate,0.5004,
data cache misses,5202477160,
data cache miss rate,0.0024,
data cache miss ratio,0.0049,
