STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595117223 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 92
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,2259487266806
CPU_CLOCKS_UNHALTED,PMC1,1337614346852
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,20529562169
TABLE,Group 1 Metric,L2,8
Metric,HWThread 92,
Runtime (RDTSC) [s],561.1276,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5920,
L2D load bandwidth [MBytes/s],2341.5207,
L2D load data volume [GBytes],1313.8920,
L2 bandwidth [MBytes/s],2341.5207,
L2 data volume [GBytes],1313.8920,
