STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595098892 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 111
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1975828305675
CPU_CLOCKS_UNHALTED,PMC1,1346789702907
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,17877876239
TABLE,Group 1 Metric,L2,8
Metric,HWThread 111,
Runtime (RDTSC) [s],559.7026,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.6816,
L2D load bandwidth [MBytes/s],2044.2715,
L2D load data volume [GBytes],1144.1841,
L2 bandwidth [MBytes/s],2044.2715,
L2 data volume [GBytes],1144.1841,
