STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.594938804 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 120
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,7955207505
CPU_CLOCKS_UNHALTED,PMC1,3309063614
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,69455288
TABLE,Group 1 Metric,L2,8
Metric,HWThread 120,
Runtime (RDTSC) [s],21.3856,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4160,
L2D load bandwidth [MBytes/s],207.8562,
L2D load data volume [GBytes],4.4451,
L2 bandwidth [MBytes/s],207.8562,
L2 data volume [GBytes],4.4451,
