STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595132649 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 36
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,5418215936
CPU_CLOCKS_UNHALTED,PMC1,2384540978
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,71596020
TABLE,Group 1 Metric,L2,8
Metric,HWThread 36,
Runtime (RDTSC) [s],20.4730,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4401,
L2D load bandwidth [MBytes/s],223.8141,
L2D load data volume [GBytes],4.5821,
L2 bandwidth [MBytes/s],223.8141,
L2 data volume [GBytes],4.5821,
