STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595108085 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 92
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,4937874685
CPU_CLOCKS_UNHALTED,PMC1,2299063359
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,66570043
TABLE,Group 1 Metric,L2,8
Metric,HWThread 92,
Runtime (RDTSC) [s],20.0062,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4656,
L2D load bandwidth [MBytes/s],212.9585,
L2D load data volume [GBytes],4.2605,
L2 bandwidth [MBytes/s],212.9585,
L2 data volume [GBytes],4.2605,
