STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595139542 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 123
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,6531190190
CPU_CLOCKS_UNHALTED,PMC1,2895649946
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,66755011
TABLE,Group 1 Metric,L2,8
Metric,HWThread 123,
Runtime (RDTSC) [s],20.7412,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4434,
L2D load bandwidth [MBytes/s],205.9825,
L2D load data volume [GBytes],4.2723,
L2 bandwidth [MBytes/s],205.9825,
L2 data volume [GBytes],4.2723,
