STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595044227 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 82
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1561614636490
CPU_CLOCKS_UNHALTED,PMC1,883151598223
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,20259897763
TABLE,Group 1 Metric,L2,8
Metric,HWThread 82,
Runtime (RDTSC) [s],367.4430,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5655,
L2D load bandwidth [MBytes/s],3528.8012,
L2D load data volume [GBytes],1296.6335,
L2 bandwidth [MBytes/s],3528.8012,
L2 data volume [GBytes],1296.6335,
