STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595128165 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 122
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,2618915249337
CPU_CLOCKS_UNHALTED,PMC1,1331965118924
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,16935170958
TABLE,Group 1 Metric,L2,8
Metric,HWThread 122,
Runtime (RDTSC) [s],552.4488,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5086,
L2D load bandwidth [MBytes/s],1961.9031,
L2D load data volume [GBytes],1083.8509,
L2 bandwidth [MBytes/s],1961.9031,
L2 data volume [GBytes],1083.8509,
