STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595136819 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 101
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,4526444286
CPU_CLOCKS_UNHALTED,PMC1,2206044006
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,75118510
TABLE,Group 1 Metric,L2,8
Metric,HWThread 101,
Runtime (RDTSC) [s],12.1521,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4874,
L2D load bandwidth [MBytes/s],395.6187,
L2D load data volume [GBytes],4.8076,
L2 bandwidth [MBytes/s],395.6187,
L2 data volume [GBytes],4.8076,
