STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595129507 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 91
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,6423461186
CPU_CLOCKS_UNHALTED,PMC1,2852003631
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,71291909
TABLE,Group 1 Metric,L2,8
Metric,HWThread 91,
Runtime (RDTSC) [s],20.3185,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4440,
L2D load bandwidth [MBytes/s],224.5577,
L2D load data volume [GBytes],4.5627,
L2 bandwidth [MBytes/s],224.5577,
L2 data volume [GBytes],4.5627,
