STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595045266 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 31
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1930694952430
CPU_CLOCKS_UNHALTED,PMC1,1353604429715
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,20941623226
TABLE,Group 1 Metric,L2,8
Metric,HWThread 31,
Runtime (RDTSC) [s],569.9541,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.7011,
L2D load bandwidth [MBytes/s],2351.5297,
L2D load data volume [GBytes],1340.2639,
L2 bandwidth [MBytes/s],2351.5297,
L2 data volume [GBytes],1340.2639,
