STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595127053 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 101
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,2382992544818
CPU_CLOCKS_UNHALTED,PMC1,1362251741718
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,18956053708
TABLE,Group 1 Metric,L2,8
Metric,HWThread 101,
Runtime (RDTSC) [s],570.2061,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5717,
L2D load bandwidth [MBytes/s],2127.6299,
L2D load data volume [GBytes],1213.1874,
L2 bandwidth [MBytes/s],2127.6299,
L2 data volume [GBytes],1213.1874,
