STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595066517 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 3
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,4761826280
CPU_CLOCKS_UNHALTED,PMC1,2086113840
RETIRED_UOPS,PMC2,4786022520
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 3,
Runtime (RDTSC) [s],10.5647,
Runtime unhalted [s],0.8039,
Clock [MHz],-,
CPI,0.4381,
CPI (based on uops),0.4359,
IPC,2.2826,
