STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595100098 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 100
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,4030463135
CPU_CLOCKS_UNHALTED,PMC1,2018029695
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,72723757
TABLE,Group 1 Metric,L2,8
Metric,HWThread 100,
Runtime (RDTSC) [s],11.1471,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5007,
L2D load bandwidth [MBytes/s],417.5379,
L2D load data volume [GBytes],4.6543,
L2 bandwidth [MBytes/s],417.5379,
L2 data volume [GBytes],4.6543,
