STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595125191 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 50
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,3187706517856
CPU_CLOCKS_UNHALTED,PMC1,1639338569935
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,28846591164
TABLE,Group 1 Metric,L2,8
Metric,HWThread 50,
Runtime (RDTSC) [s],661.1199,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.5143,
L2D load bandwidth [MBytes/s],2792.5070,
L2D load data volume [GBytes],1846.1818,
L2 bandwidth [MBytes/s],2792.5070,
L2 data volume [GBytes],1846.1818,
