STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595136825 GHz,
TABLE,Group 1 Raw,CACHE,6
Event,Counter,HWThread 116
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,5482007632
CPU_CLOCKS_UNHALTED,PMC1,2533752048
DATA_CACHE_ACCESSES,PMC2,2620986472
DATA_CACHE_REFILLS_ALL,PMC3,11399592
TABLE,Group 1 Metric,CACHE,9
Metric,HWThread 116,
Runtime (RDTSC) [s],12.8397,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4622,
data cache requests,2620986472,
data cache request rate,0.4781,
data cache misses,11399592,
data cache miss rate,0.0021,
data cache miss ratio,0.0043,
