STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595093185 GHz,
TABLE,Group 1 Raw,CPI,5
Event,Counter,HWThread 63
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,6018479779
CPU_CLOCKS_UNHALTED,PMC1,2899268028
RETIRED_UOPS,PMC2,6047425912
TABLE,Group 1 Metric,CPI,6
Metric,HWThread 63,
Runtime (RDTSC) [s],19.2385,
Runtime unhalted [s],1.1172,
Clock [MHz],-,
CPI,0.4817,
CPI (based on uops),0.4794,
IPC,2.0759,
