STRUCT,Info,3
CPU name:,AMD EPYC 7H12 64-Core Processor                ,
CPU type:,AMD K17 (Zen2) architecture,
CPU clock:,2.595088649 GHz,
TABLE,Group 1 Raw,L2,5
Event,Counter,HWThread 120
ACTUAL_CPU_CLOCK,FIXC1,0
MAX_CPU_CLOCK,FIXC2,0
RETIRED_INSTRUCTIONS,PMC0,1304940695644
CPU_CLOCKS_UNHALTED,PMC1,633453800676
REQUESTS_TO_L2_GRP1_ALL_NO_PF,PMC3,10715652668
TABLE,Group 1 Metric,L2,8
Metric,HWThread 120,
Runtime (RDTSC) [s],278.1808,
Runtime unhalted [s],0,
Clock [MHz],-,
CPI,0.4854,
L2D load bandwidth [MBytes/s],2465.3093,
L2D load data volume [GBytes],685.8018,
L2 bandwidth [MBytes/s],2465.3093,
L2 data volume [GBytes],685.8018,
